DATAHORA,NUM_OCORRENCIA,COD_TIPO_OCORRENCIA,DESC_TIPO_OCORRENCIA,COD_SUBTIPO_OCORRENCIA,DESC_SUBTIPO_OCORRENCIA,BAIRRO,MUNICIPIO,ENDERECO,REFERENCIA,AREA,Y,X,LATITUDE,LONGITUDE,Ano,Mes,Dia,date,Hora_Completa,Periodo,lat,lng
20210119201610ES,M11865356,TENTATIV,TENTATIVA DE HOMICIDIO,default,,ARRUDA,RECIFE,R  INTENDENCIA 58,APÃ“S O COLÃ‰GIO ADVENTISTA ,13BPM,911280319,29161526,-802185214181.919,-348907444594272,2021,01,19,19-01-2021,8:16:00 PM,Noite,-8.02185214181919,-34.8907444594272
20210107122031ES,M11838001,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,MADALENA,RECIFE,R  HEITOR MAIA FILHO 53,DEFRONTE A CLINICA CEFOP ,13BPM,910889791,29034711,-80571047957.124,-349024110262441,2021,01,07,07-01-2021,12:20:00 PM,Tarde,-8.80571047957124,-34.9024110262441
20210107121345ES,M11837994,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,GUARARAPES,JABOATÃƒO DOS GUARARAPES,R  MARIA JOSE BARRETO FERREIRA 95,RETIFICA SÃƒO JORGE ,6BPM,909759966,28744061,-815912135234.463,-349292616226647,2021,01,07,07-01-2021,12:13:00 PM,Tarde,-8.15912135234463,-34.9292616226647
20210119204844ES,M11865408,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,VEICULO,VEICULO EM VIA PUBLICA,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,19,19-01-2021,8:48:00 PM,Noite,-7.68926803489769,-35.5313118657298
20210119204904ES,M11865409,AGRESSAO,AGRESSAO,AGR1F,OUTRAS,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,19,19-01-2021,8:49:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210119205018ES,M11865413,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,19,19-01-2021,8:50:00 PM,Noite,-9.10604026643426,-36.7473518189581
20210101165117ES,M11826214,INVASAO,INVASAO ,PRED_PART,PREDIO PARTICULAR,CAVALEIRO,JABOATÃƒO DOS GUARARAPES,R  JOAQUIM TENORIO 206,COLÃ‰GIO GILDO VERÃSSIMO,25BPM,910516874,28271307,-809048971872.229,-349718190478393,2021,01,01,01-01-2021,4:51:00 PM,Tarde,-8.09048971872229,-34.9718190478393
20210101151824ES,M11825921,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,,,,,5CIPM,908800756,21875385,-824235244545.179,-355528675623954,2021,01,01,01-01-2021,3:18:00 PM,Tarde,-8.24235244545179,-35.5528675623954
20210101151850ES,M11825922,LEISECA,DECRETO LEI N 28590 - REDS - PE,default,,PORTO DE GALINHAS,IPOJUCA,R DA POSTEACAO 131,PRÃ“X AO NÂ° 15,18BPM,905906091,27922562,-850714208786.139,-350055674787996,2021,01,01,01-01-2021,3:18:00 PM,Tarde,-8.50714208786139,-35.0055674787996
20210101151906ES,M11825924,RECEPTAC,RECEPTACAO,default,,MARANGUAPE II,PAULISTA,AV  F 193,,17BPM,912306441,29585446,-792925751576.896,-348518771308596,2021,01,01,01-01-2021,3:19:00 PM,Tarde,-7.92925751576896,-34.8518771308596
20210101224154ES,M11827744,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,LINHA DO TIRO,RECIFE,AV  CHAGAS FERREIRA 687,POR TRAS UPA DE NOVA DESCOBERTA,11BPM,911638622,28783121,-798930115745.229,-349249131656292,2021,01,01,01-01-2021,10:41:00 PM,Noite,-7.98930115745229,-34.9249131656292
20210102184403ES,M11829182,QUEDA2,QUEDA DE MOTOCICLETA,TRAN4A,VITIMA CONSCIENTE,VARADOURO,OLINDA,AV  PAN NORDESTINA 505,EM FRENTE AO ATACADÃƒO/ SENTIDO PE-015,1BPM,911432382,29524074,-80082542223.122,-348577988204506,2021,01,02,02-01-2021,6:44:00 PM,Noite,-8.80082542223122,-34.8577988204506
20210102184421ES,M11829184,DANO_/_D,DANO / DEPREDACAO,MARIADAPENHA,MARIA DA PENHA,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,02,02-01-2021,6:44:00 PM,Noite,-8.50021884520259,-37.2368407276293
20210102185639ES,M11829219,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,,,,,2CIP,906468322,-19327809,-841099392517.145,-392853988578635,2021,01,02,02-01-2021,6:56:00 PM,Noite,-8.41099392517145,-39.2853988578635
20210103153830ES,M11831770,CAPOTAME,CAPOTAMENTO DE VEICULO,TRAN2A,COM VITIMA FERIDA / LIVRE DE FERRAGENS,CENTRO(CABO),CABO DE SANTO AGOSTINHO,ROD  PE-060 - PISTA LATERAL,POSTO DO BPRV/ SEST SENAT / SENTIDO IPOJUCA ,18BPM,908384564,27656987,-82829720352.981,-350285188609468,2021,01,03,03-01-2021,3:38:00 PM,Tarde,-8.82829720352981,-35.0285188609468
20210103160048ES,M11831817,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,03,03-01-2021,4:00:00 PM,Tarde,-9.32487779559662,-40.5196421179546
20210103160115ES,M11831818,AMEACA,AMEACA,AMEACA3,COM ARMA DE FOGO,BRASILIA TEIMOSA,RECIFE,R  ARTUR BERNARDES 281,PROX: BAR DO PEIXE //1Âª PARQUINHO DA ORLA,19BPM,910578197,29285502,-808537965773.511,-348797926772987,2021,01,03,03-01-2021,4:01:00 PM,Tarde,-8.08537965773511,-34.8797926772987
20210103231503ES,M11833285,EMBRIAGU,EMBRIAGUEZ ALCOOLICA,default,,ILHA JOANA BEZERRA,RECIFE,R CB EUTROPIO 469,,16BPM,910733965,29055125,-807120080911.923,-349006251360247,2021,01,03,03-01-2021,11:15:00 PM,Noite,-8.07120080911923,-34.9006251360247
20210103230420ES,M11833232,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,03,03-01-2021,11:04:00 PM,Noite,-7.68926803489769,-35.5313118657298
20210104143524ES,M11834172,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,CAVALEIRO,JABOATÃƒO DOS GUARARAPES,4Âª_TV S JOSE DA COLINA 4,MERCADINHO SOARES,25BPM,910644637,28254409,-807893243023.115,-34973295715442,2021,01,04,04-01-2021,2:35:00 PM,Tarde,-8.07893243023115,-34.4973295715442
20210104153051ES,M11834238,ATRITO_V,ATRITO VERBAL,MARIADAPENHA,MARIA DA PENHA,JANGA,PAULISTA,R  SEVERINO BEZERRA FERREIRA 130,CORREIOS //IGREJINHA CATOLICA AZUL  NÂº 230,17BPM,912431268,29884277,-791809160735.714,-348247288581508,2021,01,04,04-01-2021,3:30:00 PM,Tarde,-7.91809160735714,-34.8247288581508
20210104153730ES,M11834251,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,CENTRO(PAULISTA),PAULISTA,ROD  PE-015,PÃ‡A DEFRONTE DO TERM. PELOPIDA DA SILVEIRA,26BPM,912155190,29307299,-794281868.451,-34877161706902,2021,01,04,04-01-2021,3:37:00 PM,Tarde,-7.-794281868451,-34.4877161706902
20210105111028ES,M11835338,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP3,ENCONTRO,,,,,3CIPM,916124665,28406045,-758358891752.727,-349572264703845,2021,01,05,05-01-2021,11:10:00 AM,Manhã,-7.58358891752727,-34.9572264703845
20210105111257ES,M11835342,AMEACA,AMEACA,AMEACA2,COM ARMA BRANCA,,,,,3CIPM,916124665,28406045,-758358891752.727,-349572264703845,2021,01,05,05-01-2021,11:12:00 AM,Manhã,-7.58358891752727,-34.9572264703845
20210105112517ES,M11835355,ATRITO_V,ATRITO VERBAL,default,,VARADOURO,OLINDA,AV  MANOEL BORBA,PRO.  PRAIA DOS MILAGRES,1BPM,911286991,29596894,-802142837533.603,-348512535884476,2021,01,05,05-01-2021,11:25:00 AM,Manhã,-8.02142837533603,-34.8512535884476
20210105112440ES,M11835354,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,CENTRO(ITAPISSUMA),ITAPISSUMA,R  SOSSEGO 131,PROX. KATIA FESTAS. // PROX. IGREJA UNIVERSAL. ======,26BPM,914040259,29118712,-777231938535.251,-348934906318258,2021,01,05,05-01-2021,11:24:00 AM,Manhã,-7.77231938535251,-34.8934906318258
20210105220355ES,M11836032,ATRITO_V,ATRITO VERBAL,default,,CENTRO(MORENO),MORENO,R BR RIO BRANCO 162,EM FRENTE A SECRETARIA DE OBRAS ,25BPM,910199071,26792717,-811854731708.451,-351060864216803,2021,01,05,05-01-2021,10:03:00 PM,Noite,-8.11854731708451,-35.1060864216803
20210105220100ES,M11836030,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,IBURA UR I,RECIFE,R  CORDILHEIRA 583,"QUADRA DE ESPORTES , ------------",19BPM,910202767,28559047,-811901090549.262,-349458542864396,2021,01,05,05-01-2021,10:01:00 PM,Noite,-8.11901090549262,-34.9458542864396
20210105220724ES,M11836037,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,ZONA RURAL,MORENO,R DO JARDIM 441,CAMPO DO GANCHO,25BPM,910121087,26904150,-812564877144.277,-3509601497394,2021,01,05,05-01-2021,10:07:00 PM,Noite,-8.12564877144277,-35.3509601497394
20210106161100ES,M11836869,ASSISTEN,ASSISTENCIA (PM / PC / BM),AMSDS1,A POLICIAL MILITAR,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,06,06-01-2021,4:11:00 PM,Tarde,-7.94216611278255,-38.2197434607745
20210106161109ES,M11836870,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,ALTO JOSE BONIFACIO,RECIFE,R  CORREGO DO EUCLIDES 722,EM FRENTE A ASSEMB. DE DEUS | NÂº 530,11BPM,911404210,28902768,-801054342143.767,-349141611610923,2021,01,06,06-01-2021,4:11:00 PM,Tarde,-8.01054342143767,-34.9141611610923
20210106160856ES,M11836867,AMEACA,AMEACA,AMEACA1,VERBAL,GRACAS,RECIFE,R DA AMIZADE 254,NUMA CASA ANTIGA_N ESTOQUE MOVEIS_,13BPM,910973167,29067469,-804958096857.145,-348994045144916,2021,01,06,06-01-2021,4:08:00 PM,Tarde,-8.04958096857145,-34.8994045144916
20210106162845ES,M11836884,ROUBO,ROUBO,12B,A ESTABELECIMENTO COMERCIAL,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,06,06-01-2021,4:28:00 PM,Tarde,-9.10604026643426,-36.7473518189581
20210107081946ES,M11837799,ATRITO_V,ATRITO VERBAL,MARIADAPENHA,MARIA DA PENHA,IPSEP,RECIFE,AV  RECIFE 3068,SENTIDO CAXANGA,19BPM,910376717,28762529,-810337311261.677,-349273197192748,2021,01,07,07-01-2021,8:19:00 AM,Manhã,-8.10337311261677,-34.9273197192748
20210107090025ES,M11837820,ASSISTEN,ASSISTENCIA (PM / PC / BM),AMSDS1,A POLICIAL MILITAR,CAXANGA,RECIFE,AV  CAXANGA,CONDUZIDO PARA O HAPIVIDA ,12BPM,911143437,28508753,-803395047924.189,-349500086628017,2021,01,07,07-01-2021,9:00:00 AM,Manhã,-8.03395047924189,-34.9500086628017
20210107231705ES,M11838718,CRIANCA,CRIANCA E ADOLESCENTE,CRIAD2,VITIMA,CENTRO(CABO),CABO DE SANTO AGOSTINHO,R  TRES 131,13  /POR TRÃS DO HOSPITAL MENDO SAMPAIO ,18BPM,908284817,28464872,-829235517745.781,-349552454428801,2021,01,07,07-01-2021,11:17:00 PM,Noite,-8.29235517745781,-34.9552454428801
20210108182855ES,M11839641,ATRITO_V,ATRITO VERBAL,MARIADAPENHA,MARIA DA PENHA,AFOGADOS,RECIFE,R  PORTO UNIAO 43,58/ POR TRÃS DA CAPELINHA SÃƒO MIGUEL,12BPM,910608170,28944128,-808252633500.725,-349107471303641,2021,01,08,08-01-2021,6:28:00 PM,Noite,-8.08252633500725,-34.9107471303641
20210109175346ES,M11842041,IRREGULA,IRREGULARIDADE NA DOCUMENTACAO,default,,,,,,23BPM,914126651,-1039928,-774358422564.402,-376238668776184,2021,01,09,09-01-2021,5:53:00 PM,Tarde,-7.74358422564402,-37.6238668776184
20210109175405ES,M11842043,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,09,09-01-2021,5:54:00 PM,Tarde,-7.94216611278255,-38.2197434607745
20210109175418ES,M11842044,AGRESSAO,AGRESSAO,AGR1F,OUTRAS,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,09,09-01-2021,5:54:00 PM,Tarde,-9.32487779559662,-40.5196421179546
20210109181918ES,M11842129,EMBRIAGU,EMBRIAGUEZ ALCOOLICA,default,,JARDIM PAULISTA BAIXO,PAULISTA,AV PRES TANCREDO NEVES 640,,17BPM,912126402,29040008,-794531112601.481,-349014122182676,2021,01,09,09-01-2021,6:19:00 PM,Noite,-7.94531112601481,-34.9014122182676
20210109234306ES,M11843539,RECEPTAC,RECEPTACAO,default,,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,09,09-01-2021,11:43:00 PM,Noite,-7.94216611278255,-38.2197434607745
20210109235008ES,M11843582,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,09,09-01-2021,11:50:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210110134553ES,M11845208,AGRESSAO,AGRESSAO,AGR1F,OUTRAS,,,,,2CIP,906468322,-19327809,-841099392517.145,-392853988578635,2021,01,10,10-01-2021,1:45:00 PM,Tarde,-8.41099392517145,-39.2853988578635
20210110133303ES,M11845190,AMEACA,AMEACA,AMEACA1,VERBAL,BOA VIAGEM,RECIFE,AV ENG DOMINGOS FERREIRA 2574,"AO LADO FARMACIA INDEPENDENTE, ",19BPM,910288408,29141139,-811151760430.537,-34893010808994,2021,01,10,10-01-2021,1:33:00 PM,Tarde,-8.11151760430537,-34.4893010808994
20210111105141ES,M11848105,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,PADRE ROMA,JABOATÃƒO DOS GUARARAPES,R  AGRIPINO DE FREITAS 341,APOS O MERCADINHO SOFIA,25BPM,910200501,27769270,-811886686650.092,-350175009399243,2021,01,11,11-01-2021,10:51:00 AM,Manhã,-8.11886686650092,-35.0175009399243
20210111112816ES,M11848140,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,VEICULO,VEICULO EM VIA PUBLICA,,,,,8BPM,911964784,-19610867,-79164321353.201,-393031708886797,2021,01,11,11-01-2021,11:28:00 AM,Manhã,-7.79164321353201,-39.3031708886797
20210111222422ES,M11848906,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,,,,,4CIP,900830426,-8363994,-893340823928.592,-383017194616539,2021,01,11,11-01-2021,10:24:00 PM,Noite,-8.93340823928592,-38.3017194616539
20210113073646ES,M11850622,ATRITO_V,ATRITO VERBAL,default,,IPUTINGA,RECIFE,R  REZENDE 200,PROX AO POSTO DE SAÃšDE DO CAIARA ,13BPM,911126610,28720493,-803556233457.707,-349308111208275,2021,01,13,13-01-2021,7:36:00 AM,Manhã,-8.03556233457707,-34.9308111208275
20210113135841ES,M11850878,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,CURADO IV,JABOATÃƒO DOS GUARARAPES,AV  UM 297,NO VIADUTO/ACADEMIA BETANIA/POSTO DE GASOLINA PETRO,25BPM,910760714,28007991,-806833063236.738,-349955960738491,2021,01,13,13-01-2021,1:58:00 PM,Tarde,-8.06833063236738,-34.9955960738491
20210113140006ES,M11850880,AMEACA,AMEACA,default,,NOSSA SRA CONCEICAO,PAULISTA,ROD  PE-022,POSTO DE GASOLINA REMA,17BPM,912757778,29768850,-788852625420.196,-348350653265818,2021,01,13,13-01-2021,2:00:00 PM,Tarde,-7.88852625420196,-34.8350653265818
20210113141100ES,M11850888,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,AGUA FRIA,RECIFE,R S SEBASTIAO 415,415 C - PASTEL DO BOLINHO - ACADEMIA ISA FORMA - IGREJA ,13BPM,911364869,29097012,-801418146644.373,-348965604203897,2021,01,13,13-01-2021,2:11:00 PM,Tarde,-8.01418146644373,-34.8965604203897
20210113140213ES,M11850883,CRIANCA,CRIANCA E ADOLESCENTE,CRIAD1,INFRATORA,VARZEA,RECIFE,R  DIVINOLANDIA 114,SUPERMECADO SACOLAO / LOJA DE 13,12BPM,911080569,28425899,-803959815679.383,-34957550673974,2021,01,13,13-01-2021,2:02:00 PM,Tarde,-8.03959815679383,-34.4957550673974
20210113162008ES,M11851019,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,CANDEIAS,JABOATÃƒO DOS GUARARAPES,R  MARIA DIGNA GAMEIRO 1602,ATRÃS COLÃ‰GIO VIVER/IGREJA DOS MÃ“RMONS,6BPM,909231444,28848447,-820694648743.302,-349200196502647,2021,01,13,13-01-2021,4:20:00 PM,Tarde,-8.20694648743302,-34.9200196502647
20210113162614ES,M11851029,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,CENTRO(IGARASSU),IGARASSU,R DA FELICIDADE 13,,26BPM,913507432,28918480,-782040851097.002,-349118592627301,2021,01,13,13-01-2021,4:26:00 PM,Tarde,-7.82040851097002,-34.9118592627301
20210113163738ES,M11851039,INVASAO,INVASAO ,14G,OUTROS,CAMPO GRANDE,RECIFE,R  JOAO BENTO BATISTA 82,PROXIMO AO COLEGIO JANDIRA,13BPM,911267654,29329147,-802306666933.204,-348755464910497,2021,01,13,13-01-2021,4:37:00 PM,Tarde,-8.02306666933204,-34.8755464910497
20210113163816ES,M11851040,ATENTAD1,ATENTADO VIOLENTO AO PUDOR,default,,ARRUDA,RECIFE,AV PRF JOSE DOS ANJOS 1160,APOS A BARRACA DE SELMA/APOS A ULTRA GÃS,13BPM,911219495,29148009,-802734533289.332,-348919958849292,2021,01,13,13-01-2021,4:38:00 PM,Tarde,-8.02734533289332,-34.8919958849292
20210113202643ES,M11851346,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,TEJIPIO,RECIFE,R  SEVERINO LUIZ DE FRANCA 143,PROXIMO A ESTAÃ‡ÃƒO,12BPM,910533230,28419278,-808907570438.663,-34958389332934,2021,01,13,13-01-2021,8:26:00 PM,Noite,-8.08907570438663,-34.4958389332934
20210113202255ES,M11851338,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,IPUTINGA,RECIFE,R DR PERNAMBUCO 350,"MERCADINHO ECONÃ”MICO , COMUNIDADE ALTO DO CÃ‰U , ",13BPM,911118542,28749436,-80363040322.338,-349281894191254,2021,01,13,13-01-2021,8:22:00 PM,Noite,-8.80363040322338,-34.9281894191254
20210113204811ES,M11851401,FURTO,FURTO,11C,A TRANSEUNTE,BOA VISTA,RECIFE,R DAS FRONTEIRAS 127,DEFRONTE AO HOSPITAL MEMORIAL SAO JOSÃ‰,16BPM,910865646,29095965,-805931336921.493,-348968650324026,2021,01,13,13-01-2021,8:48:00 PM,Noite,-8.05931336921493,-34.8968650324026
20210113204822ES,M11851404,CRIANCA,CRIANCA E ADOLESCENTE,CRIAD2,VITIMA,CENTRO(ITAPISSUMA),ITAPISSUMA,R DO CAJUEIRO 342,ENTRAR DA FAZENDA MULATA ,26BPM,914056822,29061628,-777079888239.219,-348986582726442,2021,01,13,13-01-2021,8:48:00 PM,Noite,-7.77079888239219,-34.8986582726442
20210113205242ES,M11851409,ROUBO,ROUBO,12G,A TRANSEUNTE,SANTO ANTONIO,RECIFE,AV  DANTAS BARRETO 678,PROXIMO A PRAÃ‡A DO DIARIO,16BPM,910793318,29293110,-806593461922.187,-348790125854943,2021,01,13,13-01-2021,8:52:00 PM,Noite,-8.06593461922187,-34.8790125854943
20210114010315ES,M11851766,FURTO,FURTO,11H,OUTRO,PIEDADE,JABOATÃƒO DOS GUARARAPES,AV  BERNARDO VIEIRA DE MELO 2792,CORREIOS / GOLDEN BEACH,6BPM,909453081,28857894,-818691386224.927,-349190663571136,2021,01,14,14-01-2021,1:03:00 AM,Madrugada,-8.18691386224927,-34.9190663571136
20210114014933ES,M11851807,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,CENTRO (AGRESTINA),IPOJUCA,ROD  PE-060,DEFRONTE A LOMBADA ELETRONICA,18BPM,906676801,27077802,-843707216262.683,-350818986171344,2021,01,14,14-01-2021,1:49:00 AM,Madrugada,-8.43707216262683,-35.0818986171344
20210114015834ES,M11851815,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,CURADO I,JABOATÃƒO DOS GUARARAPES,1Âª_VE  CANAA 723,POR TRÃS DO ATACADO DOS PRESENTES ,25BPM,910267817,28310581,-81130219203.178,-349683659073448,2021,01,14,14-01-2021,1:58:00 AM,Madrugada,-8.81130219203178,-34.9683659073448
20210114113900ES,M11852152,AMEACA,AMEACA,AMEACA2,COM ARMA BRANCA,FRAGOSO,OLINDA,R  AIRTON SENNA 65,APÃ“S PIZZARIA DO GORDO . ,17BPM,911846733,29564885,-797081039985.288,-348539282529089,2021,01,14,14-01-2021,11:39:00 AM,Manhã,-7.97081039985288,-34.8539282529089
20210114112910ES,M11852145,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,BAIRRO NOVO,ITAMARACÃ,R  LITUANIA 173,173 - PROX. MERCADO STA TEREZINHA - ANTIGO LAGOSTINHO,26BPM,914191253,29799861,-775893890112.793,-34831687623533,2021,01,14,14-01-2021,11:29:00 AM,Manhã,-7.75893890112793,-34.4831687623533
20210114114402ES,M11852157,DIRECAO1,DIRECAO DE VEICULO SEM HABILITACAO,default,,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,14,14-01-2021,11:44:00 AM,Manhã,-8.50021884520259,-37.2368407276293
20210114121847ES,M11852183,ACIDENT2,ACIDENTE DE TRANSITO COM ANIMAL,TRAN9A,COM VITIMA,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,14,14-01-2021,12:18:00 PM,Tarde,-8.50021884520259,-37.2368407276293
20210114184449ES,M11852607,COLISAO1,COLISAO ENTRE VEICULOS,TRAN1A,COM VITIMA FERIDA / LIVRE DE FERRAGENS,PILAR,ITAMARACÃ,ROD  PE-035,ENTRDAD VILA VELHA/ APÃ“S PILA PROX A PONTE,26BPM,913935904,29445916,-778188513432.611,-348638726247091,2021,01,14,14-01-2021,6:44:00 PM,Noite,-7.78188513432611,-34.8638726247091
20210114184334ES,M11852605,RECEPTAC,RECEPTACAO,default,,PAU AMARELO,PAULISTA,R S JOSE DO EGITO 749,PROX AO POSTO SETTA // ,17BPM,912469470,29849135,-791462383730.957,-348279003097149,2021,01,14,14-01-2021,6:43:00 PM,Noite,-7.91462383730957,-34.8279003097149
20210114184957ES,M11852616,TIROTEIO,TIROTEIO,default,,RIO DOCE 1a ETAPA,OLINDA,5Âª_TV  UM 100,IGREJA ASSEMBLEIA DE DEUS//COMPESA,1BPM,911969186,29806864,-795983718117.441,-348319337690468,2021,01,14,14-01-2021,6:49:00 PM,Noite,-7.95983718117441,-34.8319337690468
20210114185030ES,M11852617,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,LINHA DO TIRO,RECIFE,R  SODRELANDIA 330,RADIO FM // CAMPO DA CAIXA DAGUA ,11BPM,911409738,28989814,-801008023904.292,-349062641095303,2021,01,14,14-01-2021,6:50:00 PM,Noite,-8.01008023904292,-34.9062641095303
20210114190831ES,M11852644,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,PEIXINHOS,OLINDA,AV PRES KENNEDY 2619,,1BPM,911413310,29315275,-800989271495.958,-348767443194295,2021,01,14,14-01-2021,7:08:00 PM,Noite,-8.00989271495958,-34.8767443194295
20210114185417ES,M11852625,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,CENTRO(CABO),CABO DE SANTO AGOSTINHO,R S JOAO 30,PROX DA PRAÃ‡A DO JACARÃ‰ / NA ENTRADA DO CEMITÃ‰RIO,18BPM,908948396,28159782,-82322311840.083,-34982634698069,2021,01,14,14-01-2021,6:54:00 PM,Noite,-8.82322311840083,-34.4982634698069
20210114190841ES,M11852645,RESGATE,RESGATE,RESG2,ANIMAL,NOSSA SRA DO O,PAULISTA,R  SERGIPE 98,LOMBADA ELTRÃ”NICA /MERCADINHO OPÃ‡ÃƒO/IGREJA CATÃ“LIC,17BPM,912721430,29873195,-789185383352.115,-34825618432658,2021,01,14,14-01-2021,7:08:00 PM,Noite,-7.89185383352115,-34.4825618432658
20210114220622ES,M11853020,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,FOSFATO,ABREU E LIMA,R  TRANSAMAZONICA 249,ENTRADO FOSFATO,17BPM,912640157,29072824,-789887840787.289,-348982235783054,2021,01,14,14-01-2021,10:06:00 PM,Noite,-7.89887840787289,-34.8982235783054
20210114221851ES,M11853046,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,CIDADE TABAJARA,OLINDA,R  CURUCA 214,ESCOLA MUNICIPAL DOZE DE MARÃ‡O/ARMAZÃ‰M TABAJARA,1BPM,911795235,29454505,-797542127508.558,-348639596901461,2021,01,14,14-01-2021,10:18:00 PM,Noite,-7.97542127508558,-34.8639596901461
20210114222753ES,M11853065,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,default,,JARDIM PRIMAVERA,CAMARAGIBE,R  LONDRINA 76,PROX. A PADARIA PASSIRA,20BPM,911373883,28307183,-801303072222.782,-349681905180464,2021,01,14,14-01-2021,10:27:00 PM,Noite,-8.01303072222782,-34.9681905180464
20210115123050ES,M11853771,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,PRAZERES,JABOATÃƒO DOS GUARARAPES,R  IGARAPE ACU 99,IGREJA DE SÃƒO JOSÃ‰/ RANCHO CAMUTANGA,6BPM,909275556,28421120,-820277198000.685,-34958775104007,2021,01,15,15-01-2021,12:30:00 PM,Tarde,-8.20277198000685,-34.4958775104007
20210115130202ES,M11853804,INVASAO,INVASAO ,TERR_PART,TERRENO PARTICULAR,GAIBU,CABO DE SANTO AGOSTINHO,1Âª_TV  UNIAO 161,MERCADINHO SANTANA | CASA DO VEREADOR JOSÃ‰ VALÃ‰RIO,18BPM,908262757,27321323,-829382680893.979,-350590376597909,2021,01,15,15-01-2021,1:02:00 PM,Tarde,-8.29382680893979,-35.0590376597909
20210115194157ES,M11854375,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,PRAZERES,JABOATÃƒO DOS GUARARAPES,R  CENTRAL 65,PROX DA RICARDO RACOES ,6BPM,909071323,28377412,-822121551864.825,-349628317238386,2021,01,15,15-01-2021,7:41:00 PM,Noite,-8.22121551864825,-34.9628317238386
