lat,lng,date
-7.96277057671186,-34.8376712324473,2021-01-01
-8.11267295790122,-34.9425538137798,2021-01-01
-7.92955467370416,-36.3741316477206,2021-01-01
-8.07742508699716,-34.8974809988464,2021-01-02
-7.80196221851494,-34.9261820196924,2021-01-02
-9.32487779559662,-40.5196421179546,2021-01-02
-7.99923444229465,-34.4927425186976,2021-01-02
-8.81584590407026,-34.9244736948129,2021-01-02
-9.10604026643426,-36.7473518189581,2021-01-03
-7.89824394631066,-34.8280527082401,2021-01-03
-8.15751607407836,-34.9209584662751,2021-01-03
-8.22649844784902,-35.5294568511098,2021-01-03
-7.91303409922936,-34.9259929313338,2021-01-04
-7.92039371148456,-40.1680433338936,2021-01-04
-7.91476297858806,-34.4836033266534,2021-01-04
-7.99833062661722,-35.0430160468824,2021-01-05
-7.92955467370416,-36.3741316477206,2021-01-05
-8.23281152790145,-34.4984892396629,2021-01-05
-8.24130928370433,-34.9832497777811,2021-01-05
-8.15772201776654,-34.9219876063377,2021-01-07
-8.80092026196457,-34.8956823541474,2021-01-07
-7.74358422564402,-37.6238668776184,2021-01-08
-8.81128302589402,-34.9634794510223,2021-01-08
-7.88654985981014,-34.8369653988216,2021-01-08
-7.79164321353201,-39.3031708886797,2021-01-08
-8.06935165432534,-34.9165214237019,2021-01-08
-7.94216611278255,-38.2197434607745,2021-01-08
-8.08066416073203,-34.9099510636624,2021-01-09
-8.07928540275496,-34.9741491065916,2021-01-09
-7.91470166698074,-34.9287852436888,2021-01-09
-8.08191141151149,-34.8822143194536,2021-01-09
-8.19838228637927,-34.9563511482155,2021-01-10
-7.90071298252584,-34.9001677665272,2021-01-10
-7.74358422564402,-37.6238668776184,2021-01-10
-7.68926803489769,-35.5313118657298,2021-01-10
-8.25936509045427,-36.6527829900231,2021-01-10
-7.68926803489769,-35.5313118657298,2021-01-10
-8.01558284220562,-34.9226101688541,2021-01-10
-8.24235244545179,-35.5528675623954,2021-01-10
-8.09749197096541,-34.9625761976492,2021-01-10
-8.24118226298375,-34.9772820338998,2021-01-10
-9.32487779559662,-40.5196421179546,2021-01-10
-8.05807037932957,-34.8831738878294,2021-01-10
-7.74358422564402,-37.6238668776184,2021-01-10
-8.18287044965344,-34.9357996295013,2021-01-10
-7.92039371148456,-40.1680433338936,2021-01-11
-8.07259917888233,-34.8997191080964,2021-01-11
-7.92955467370416,-36.3741316477206,2021-01-11
-8.07440943047561,-34.9139883711071,2021-01-12
-7.97717127165391,-34.4868543614442,2021-01-12
-7.68926803489769,-35.5313118657298,2021-01-12
-8.50021884520259,-37.2368407276293,2021-01-12
-8.87588787473341,-36.1083104262011,2021-01-13
-7.99322474986322,-35.0324620034521,2021-01-13
-8.-8102986767863,-34.9685993121902,2021-01-13
-8.07207585714872,-34.8916487903866,2021-01-14
-8.08190724947239,-34.9169420485489,2021-01-14
-7.79164321353201,-39.3031708886797,2021-01-15
-7.96191350259033,-34.8753791870791,2021-01-15
-9.32487779559662,-40.5196421179546,2021-01-15
-7.78373522048332,-34.9054264020963,2021-01-15
-8.80351330209698,-34.8760174736222,2021-01-16
-8.25936509045427,-36.6527829900231,2021-01-16
-7.86274418426263,-34.9188900516445,2021-01-16
-8.41099392517145,-39.2853988578635,2021-01-17
-8.00657061577922,-34.-349005893512,2021-01-17
-8.10943916061158,-34.9666797327054,2021-01-17
-7.86504331601045,-34.8921643226933,2021-01-17
-8.00639729096313,-34.8779497514837,2021-01-17
-7.74358422564402,-37.6238668776184,2021-01-17
-8.50021884520259,-37.2368407276293,2021-01-17
-8.50021884520259,-37.2368407276293,2021-01-17
-7.79164321353201,-39.3031708886797,2021-01-18
-8.09063774136727,-35.5026595534555,2021-01-18
-8.76632663291361,-35.6972544458122,2021-01-19
-9.10604026643426,-36.7473518189581,2021-01-19
-8.07586663528675,-34.9199026844572,2021-01-19
-7.58358891752727,-34.9572264703845,2021-01-19
-8.12652020894018,-34.8996167040813,2021-01-20
-8.24190376607607,-36.1839878538653,2021-01-20
-8.19339589493969,-34.9286262963486,2021-01-20
-8.76632663291361,-35.6972544458122,2021-01-20
-8.81206462326815,-34.9500076405993,2021-01-21
-9.32487779559662,-40.5196421179546,2021-01-20
-8.86395800670854,-39.8962734462567,2021-01-21
-8.09956622287843,-34.9665108495569,2021-01-21
-7.97143827270104,-34.8387991210213,2021-01-21
-8.10145654684399,-34.4948564282641,2021-01-22
-8.10421190768956,-35.1743035633757,2021-01-22
-8.05377083384307,-34.8936850186986,2021-01-22
-8.93340823928592,-38.3017194616539,2021-01-25
-7.94047823479649,-34.8803137752257,2021-01-25
-8.50021884520259,-37.2368407276293,2021-01-25
-8.00879954493571,-34.8908265801035,2021-01-25
-8.08204016919215,-34.9762989140702,2021-01-25
-8.24026989431377,-34.9792128452292,2021-01-25
-7.82029815921658,-34.4912928956448,2021-01-24
-8.00950508376771,-34.8903338951399,2021-01-25
-7.92039371148456,-40.1680433338936,2021-01-25
-8.50021884520259,-37.2368407276293,2021-01-25
-8.22649844784902,-35.5294568511098,2021-01-25
-7.77837231290872,-35.5690574067551,2021-01-25
-7.92039371148456,-40.1680433338936,2021-01-25
-8.19453832751369,-34.9292340297072,2021-01-25
-8.80122830207399,-34.9019729754792,2021-01-25
-8.02126106270897,-34.8802787524518,2021-01-25
-7.96938122535191,-35.5516869655155,2021-01-25
-8.02391857968273,-34.8910212192991,2021-01-25
-8.61339794743825,-39.0362866705957,2021-01-25
-8.15597460027083,-34.9371300927677,2021-01-25
-7.96125471803702,-34.8302773380191,2021-01-01
-8.00480027650693,-34.8796273377216,2021-01-01
-8.50021884520259,-37.2368407276293,2021-01-01
-7.94216611278255,-38.2197434607745,2021-01-01
-9.32487779751466,-40.5196420276801,2021-01-01
-7.92039371148456,-40.1680433338936,2021-01-01
-8.86395800670854,-39.8962734462567,2021-01-02
-9.32487779559662,-40.5196421179546,2021-01-03
-8.24096331143068,-34.9827386963109,2021-01-03
-7.58358891752727,-34.9572264703845,2021-01-03
-8.17116413591763,-34.9336468605199,2021-01-03
-7.77837231290872,-35.5690574067551,2021-01-03
-8.22649844784902,-35.5294568511098,2021-01-04
-7.68926803489769,-35.5313118657298,2021-01-04
-7.68926803489769,-35.5313118657298,2021-01-04
-8.22649844784902,-35.5294568511098,2021-01-04
-8.07440943047561,-34.9139883711071,2021-01-05
-7.95410851112386,-34.8747244832074,2021-01-05
-9.10604026643426,-36.7473518189581,2021-01-08
-8.02544066752368,-34.9058414177655,2021-01-08
-8.29065110529633,-35.9760150941244,2021-01-08
-8.11147601437616,-34.4891882765729,2021-01-08
-8.00356790478132,-34.8840526419472,2021-01-09
-8.01435619168425,-34.9640082785936,2021-01-09
-8.29181895792922,-35.9681925102627,2021-01-09
-8.80359104385885,-34.9035683198421,2021-01-09
-8.03407674311515,-34.8850789206467,2021-01-09
-7.79363498291518,-34.9006295769546,2021-01-10
-9.32487779559662,-40.5196421179546,2021-01-10
-8.05901631420352,-34.4919504581959,2021-01-10
-8.19582787169109,-34.9186208936121,2021-01-10
-7.80470420448458,-34.9093851452172,2021-01-10
-7.68926803489769,-35.5313118657298,2021-01-10
-7.90780706664278,-34.8997720571211,2021-01-10
-7.99254526164557,-34.8560486094919,2021-01-10
-8.01496669279728,-34.8526481092545,2021-01-10
-9.32487779559662,-40.5196421179546,2021-01-10
-8.21753728722985,-34.3492912469529,2021-01-10
-8.04208165697241,-34.8821730065902,2021-01-10
-8.04076630713402,-34.9298943202099,2021-01-11
-8.16365181907021,-34.9236571995072,2021-01-12
-8.80818875410371,-34.8784609502341,2021-01-12
-8.87588787473341,-36.1083104262011,2021-01-13
-7.74358422564402,-37.6238668776184,2021-01-13
-8.15778958875219,-34.9128884686885,2021-01-14
-7.78726934281224,-34.9096623438516,2021-01-14
-9.10604026643426,-36.7473518189581,2021-01-14
-7.77916973307917,-34.8448028282373,2021-01-14
-8.11239320014208,-34.9528661074133,2021-01-15
-8.28170277813622,-35.9733470748008,2021-01-15
-8.16820680698965,-34.9262390276315,2021-01-15
-8.50021884520259,-37.2368407276293,2021-01-15
-8.80416804726526,-34.8796160479394,2021-01-17
-8.15854066777187,-34.9290936171257,2021-01-17
-7.77211104797882,-34.8944515504422,2021-01-17
-8.22649844784902,-35.5294568511098,2021-01-17
-8.80626105141652,-34.8837156606158,2021-01-17
-7.95047610142901,-34.9006394219491,2021-01-17
-7.75599604445596,-34.8260419309169,2021-01-17
-7.68926803489769,-35.5313118657298,2021-01-18
-7.77837231290872,-35.5690574067551,2021-01-18
-7.58358891752727,-34.9572264703845,2021-01-19
-7.68926803489769,-35.5313118657298,2021-01-19
-9.10604026643426,-36.7473518189581,2021-01-19
-7.98775791924339,-34.8474258332292,2021-01-19
-7.68926803489769,-35.5313118657298,2021-01-20
-8.04258539665918,-34.9336526265686,2021-01-21
-8.05811690784702,-34.8881927138762,2021-01-21
-8.10391227979497,-34.9257530461422,2021-01-21
-8.67022542891995,-35.1919352274429,2021-01-21
-8.19209365315692,-34.9353194537748,2021-01-21
-7.58358891752727,-34.9572264703845,2021-01-21
-8.82870729796331,-35.5037621530121,2021-01-21
-8.04757618324246,-34.8895933750324,2021-01-21
-9.32487779559662,-40.5196421179546,2021-01-22
-7.64450276670007,-40.4706865367968,2021-01-22
-7.79164321353201,-39.3031708886797,2021-01-22
-7.94216611278255,-38.2197434607745,2021-01-22
-8.04298097764891,-34.8738813814517,2021-01-25
-8.11267295564281,-34.9165270320319,2021-01-25
-7.97639540428759,-34.8423925216201,2021-01-25
-8.29226701613565,-35.0356935078696,2021-01-25
-9.10604026643426,-36.7473518189581,2021-01-25
-8.04631251286218,-34.9204638178653,2021-01-25
-8.00812540164608,-34.9043207053475,2021-01-25
-7.68926803489769,-35.5313118657298,2021-01-25
-8.22649844784902,-35.5294568511098,2021-01-25
-8.22649844784902,-35.5294568511098,2021-01-25
-8.01748945208465,-34.9596129039221,2021-01-25
-7.94539603466302,-34.8345648997331,2021-01-25
-8.12095809658584,-35.0184313425328,2021-01-25
-8.05570609931062,-34.9440692851242,2021-01-25
-8.29904784616012,-35.0371406827502,2021-01-25
-8.21617425662843,-34.9377391481394,2021-01-25
-8.00246838035947,-34.9244532403583,2021-01-25
-7.79164321353201,-39.3031708886797,2021-01-25
-9.10604026643426,-36.7473518189581,2021-01-25
-8.06887819311905,-34.9088204724981,2021-01-25
-8.05204601434612,-34.4937028301297,2021-01-25
-9.10604026643426,-36.7473518189581,2021-01-25
-7.99781311816417,-34.9631332791308,2021-01-01
-8.33867679222985,-34.9522694408819,2021-01-01
-8.06809682137138,-34.8895803741373,2021-01-01
-7.95585994042542,-34.8774970537314,2021-01-01
-8.00619186138295,-34.9087242310447,2021-01-02
-8.17297639971963,-34.9246819640731,2021-01-02
-8.10483670210948,-34.9845742479083,2021-01-02
-7.77837231290872,-35.5690574067551,2021-01-03
-8.04956647329647,-34.8737867345117,2021-01-04
-8.01636697398921,-34.8828199229268,2021-01-04
-8.16550722822859,-34.9334416115597,2021-01-04
-8.08207212532372,-34.9534772488843,2021-01-04
-8.11955700943833,-34.8953298659519,2021-01-05
-8.02302015505777,-34.8713442979649,2021-01-05
-9.32487779559662,-40.5196421179546,2021-01-05
-8.76632663291361,-35.6972544458122,2021-01-05
-8.22649844784902,-35.5294568511098,2021-01-05
-8.10528187858097,-34.8869449384668,2021-01-05
-9.10604026643426,-36.7473518189581,2021-01-07
-7.68926803489769,-35.5313118657298,2021-01-07
-7.68926803489769,-35.5313118657298,2021-01-07
-8.03123950425623,-34.8754423059025,2021-01-08
-8.01291908291473,-34.9899544056181,2021-01-08
-8.06867587323597,-34.9143563318441,2021-01-08
-7.94956991217502,-34.8507518243507,2021-01-08
-8.80695591291862,-34.9158082352962,2021-01-08
-7.89398533928464,-34.8982102102758,2021-01-09
-8.25936509045427,-36.6527829900231,2021-01-09
-8.24190376607607,-36.1839878538653,2021-01-09
-9.32487779559662,-40.5196421179546,2021-01-09
-8.24235244545179,-35.5528675623954,2021-01-10
-7.68926803489769,-35.5313118657298,2021-01-10
-7.99602036656793,-34.9231328708344,2021-01-10
-8.11596184563313,-35.1228231039545,2021-01-10
-7.96938122535191,-35.5516869655155,2021-01-10
-7.64450276670007,-40.4706865367968,2021-01-10
-8.07945192582102,-34.9309083666784,2021-01-10
-7.87746735570601,-34.8341435055102,2021-01-10
-8.80309345238032,-34.8736445071884,2021-01-10
-8.11100968048995,-34.9455122354671,2021-01-11
-7.68926803489769,-35.5313118657298,2021-01-11
-8.76632663291361,-35.6972544458122,2021-01-11
-8.50021884520259,-37.2368407276293,2021-01-11
-8.24309898225269,-34.9830459862685,2021-01-11
-8.17484075569759,-34.9172387181771,2021-01-11
-8.05890160774694,-34.9019286837608,2021-01-11
-8.24235244545179,-35.5528675623954,2021-01-11
-8.02760204903533,-34.4957026899899,2021-01-12
-8.11290398576666,-34.4921870196017,2021-01-12
-8.22649844784902,-35.5294568511098,2021-01-13
-8.02340013458216,-34.9147566886226,2021-01-13
-8.00215496177757,-34.8969916225604,2021-01-13
-8.76632663291361,-35.6972544458122,2021-01-14
-7.77837231290872,-35.5690574067551,2021-01-14
-8.13629611186071,-34.9628726588991,2021-01-14
-8.02168739473893,-34.9036022140021,2021-01-15
